UNITID,INSTNM,INSTURL,LATITUDE,LONGITUDE,ADM_RATE,Rank,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,COSTT4_A,UGDS_MEN,UGDS_WOMEN,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS,Arrest,zip,Arrest.scale
180461,Montana State University,www.montana.edu/,45.666829,-111.049918,0.8385,223,510,630,500,630,480,610,570,565,545,21,28,20,28,21,27,NULL,NULL,25,24,24,NULL,1128,0.0441,0.0164,0.0212,0,0,0,0.0177,0,0.064,0.1324,0.0407,0.0134,0.0857,0,0.0268,0.0355,0,0.0822,0.0104,0,0,0,0.0009,0,0.0355,0,0.0299,0,0,0.0511,0.0004,0,0.0069,0.0056,0.0697,0.0987,0.0965,0.0143,18886,0.5433,0.4567,0.8506,0.0066,0.0323,0.0091,0.0128,0.0013,13117,235,59717,0.261401557
182670,Dartmouth College,www.dartmouth.edu,43.70408,-72.289951,0.115,11,680,780,680,770,690,790,730,725,740,30,34,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,1444,0,0.0332,0,0.0296,0,0,0.0385,0,0,0.0923,0,0.043,0,0,0.0448,0.0009,0,0.1138,0.0314,0,0.0188,0,0.0161,0,0.0367,0,0.0627,0,0,0.3297,0,0,0,0,0.0439,0,0,0.0645,63279,0.5067,0.4933,0.4804,0.0679,0.0815,0.1405,0.0217,0.0012,4184,83,3755,0.092324805
185828,New Jersey Institute of Technology,www.njit.edu/,40.741997,-74.177113,0.6339,149,490,610,560,670,480,610,550,615,545,23,29,21,29,24,30,NULL,NULL,26,25,27,NULL,1168,0,0.0036,0.1055,0,0,0.0071,0.1448,0,0,0.4102,0.143,0,0,0.0027,0.0089,0,0,0.0492,0.0197,0,0.0054,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0.017,0,0.0661,0.0036,28225,0.7913,0.2087,0.3284,0.092,0.207,0.223,0.0003,0.0004,6748,4,7102,0.004449388
186131,Princeton University,www.princeton.edu,40.34853,-74.663603,0.0744,1,690,800,710,800,700,800,745,755,750,31,35,32,35,30,35,8,10,33,34,33,9,1491,0,0,0.0118,0.0205,0,0,0,0,0,0.1965,0,0.0418,0,0,0.0395,0,0,0.1034,0.0276,0,0.0039,0,0.0316,0,0.0639,0,0.0537,0,0.0679,0.2557,0,0,0,0,0.0245,0,0,0.0576,57400,0.5112,0.4888,0.4597,0.0772,0.0837,0.2086,0.0011,0.0011,5258,8,8544,0.008898776
186584,Seton Hall University,www.shu.edu,40.742859,-74.248753,0.7554,126,510,600,530,620,500,610,555,575,555,23,27,22,27,22,28,NULL,NULL,25,25,25,NULL,1133,0,0.0068,0,0.0034,0.078,0,0,0,0.0628,0,0,0.0042,0,0,0.0229,0.0729,0,0.0865,0.0068,0,0,0.0263,0.0034,0.0093,0.0204,0,0.028,0.0433,0.0144,0.1154,0,0,0,0,0.0221,0.1942,0.1612,0.0178,48457,0.4199,0.5801,0.5031,0.1162,0.182,0.0906,0.0011,0.0025,5609,4,7079,0.004449388
186867,Stevens Institute of Technology,www.stevens.edu,40.744776,-74.025334,0.4378,76,595,680,660,745,550,670,638,703,610,29,32,27,34,28,33,NULL,NULL,31,31,31,NULL,1346,0,0,0,0,0,0,0.0667,0,0,0.6757,0.0505,0,0,0,0.0018,0.0018,0,0.0396,0.018,0,0,0,0,0,0.0144,0,0,0,0,0.0018,0,0,0,0,0.036,0,0.0937,0,59384,0.7097,0.2903,0.6397,0.0236,0.0922,0.0975,0.0011,0,2842,4,7030,0.004449388
188429,Adelphi University,www.adelphi.edu/,40.721439,-73.653321,0.7242,149,500,600,510,620,510,610,550,565,560,19,24,21,27,22,26,8,9,22,24,24,9,1092,0,0.0082,0,0,0.0387,0,0.0124,0,0.0502,0,0,0.0025,0,0,0.0346,0.0231,0,0.0404,0.0115,0,0.0132,0.0412,0.0008,0,0.0115,0,0.0741,0.0247,0.0486,0.0692,0,0,0,0,0.061,0.2735,0.1483,0.0124,43018,0.3016,0.6984,0.5409,0.1015,0.1418,0.0808,0.0012,0.0006,5036,1,11530,0.001112347
190044,Clarkson University,www.clarkson.edu,44.663761,-74.999947,0.6214,121,520,620,570,670,490,600,570,620,545,24,29,22,28,25,30,NULL,NULL,27,25,28,NULL,1195,0,0.0076,0,0,0.0228,0,0.0182,0,0,0.5539,0.0956,0,0,0,0,0.003,0,0.0804,0.0197,0,0.0106,0,0,0,0.0197,0,0.041,0,0,0.0137,0,0,0,0,0,0,0.1077,0.0061,57221,0.7045,0.2955,0.8345,0.0211,0.047,0.0326,0.0026,0.0003,3130,6,13699,0.006674082
190415,Cornell University,www.cornell.edu,42.447199,-76.483489,0.1419,15,650,740,680,770,NULL,NULL,695,725,NULL,30,34,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,1422,0.135,0.0224,0.0359,0.0115,0.0188,0,0.0423,0,0.0011,0.1768,0,0.0115,0.0244,0,0.0157,0.0011,0,0.1361,0.0109,0,0.028,0,0.0028,0,0.0238,0,0.0221,0,0.0148,0.0938,0,0,0,0,0.0202,0,0.1373,0.0137,61608,0.4917,0.5083,0.4209,0.0597,0.1153,0.1722,0.0032,0.0007,14195,33,14853,0.036707453
191241,Fordham University,www.fordham.edu,40.861183,-73.889578,0.4812,58,570,670,580,680,580,680,620,630,630,26,30,26,33,25,29,8,9,28,30,27,9,1254,0,0,0,0.0165,0.1275,0,0.0217,0,0,0.0062,0,0.0129,0,0,0.0511,0.0114,0,0.0361,0.0186,0,0.0284,0,0.0258,0,0.0119,0,0.0722,0,0.0072,0.1806,0,0,0,0,0.0573,0,0.2864,0.0284,59105,0.4542,0.5458,0.6039,0.045,0.1391,0.0924,0.0012,0.0008,8485,1,10458,0.001112347
191649,Hofstra University,www.hofstra.edu,40.715959,-73.60078,0.6161,135,520,610,530,620,NULL,NULL,565,575,NULL,23,28,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,1147,0,0.0014,0,0.0043,0.1753,0,0.01,0,0.0285,0.0164,0,0.0143,0,0,0.0456,0.0071,0,0.0371,0.0143,0,0.0143,0,0.0064,0,0.0071,0,0.0841,0.0036,0,0.0855,0,0,0,0,0.0542,0.0898,0.2808,0.02,51214,0.462,0.538,0.5643,0.0878,0.143,0.0895,0.0029,0.0097,6803,2,11549,0.002224694
193900,New York University,www.nyu.edu,40.729452,-73.997264,0.3545,32,610,710,630,740,620,720,660,685,670,28,32,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,1344,0,0,0,0.0084,0.0535,0.0016,0.0238,0,0.0169,0.0426,0,0.0139,0.0106,0,0.0176,0.1012,0,0.0327,0.0153,0,0.0002,0,0.0072,0,0.0102,0,0.0501,0,0.0058,0.1582,0,0,0,0,0.2046,0.0792,0.1323,0.0143,61958,0.4341,0.5659,0.356,0.0506,0.1152,0.1962,0.0023,0.0011,24539,3,10012,0.003337041
194824,Rensselaer Polytechnic Institute,www.rpi.edu,42.728983,-73.678768,0.375,42,620,720,680,770,NULL,NULL,670,725,NULL,27,32,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,1372,0,0.0018,0.0399,0,0.0213,0,0.1055,0,0,0.5275,0.031,0,0,0,0,0,0,0.0576,0.0381,0,0.0195,0,0.0018,0,0.055,0,0.0053,0,0,0,0,0,0,0,0.031,0.0062,0.0585,0,61820,0.695,0.305,0.6172,0.0288,0.0732,0.104,0.0011,0.0005,5557,0,12180,0
195030,University of Rochester,www.rochester.edu,43.126437,-77.631042,0.3641,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0036,0,0.0036,0,0,0.0258,0,0.0066,0.1154,0.0006,0.0306,0,0,0.0246,0.0066,0,0.134,0.0535,0,0.0042,0,0.0096,0,0.0463,0,0.0992,0,0,0.1526,0,0,0,0,0.0907,0.1424,0.0331,0.0168,61340,0.4942,0.5058,0.5099,0.0481,0.0589,0.1059,0.0031,0.0007,6074,7,14627,0.007786429
196103,SUNY College of Environmental Science and Forestry,www.esf.edu,43.034355,-76.139236,0.5113,76,530,640,560,640,NULL,NULL,585,600,NULL,24,29,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,1193,0,0.3838,0.0789,0,0,0,0,0,0,0.0702,0.0307,0,0,0,0,0,0,0.364,0,0,0,0,0,0,0.0263,0,0,0,0,0,0,0,0,0,0,0,0.0461,0,23671,0.5524,0.4476,0.8359,0.0163,0.0384,0.0332,0.0029,0.0006,1718,5,13210,0.005561735
196413,Syracuse University,syr.edu/,43.040005,-76.136633,0.5323,58,520,620,550,660,530,630,570,605,580,24,29,23,28,24,29,8,9,27,26,27,9,1184,0,0,0.0349,0.0033,0.1361,0,0.0543,0,0.0233,0.0862,0,0.0107,0.0316,0,0.0266,0.0057,0,0.0469,0.0036,0,0.0051,0.0307,0.0015,0,0.009,0,0.0507,0,0.0251,0.1134,0,0,0,0,0.1044,0.0251,0.1588,0.0131,57450,0.4489,0.5511,0.5534,0.0892,0.1076,0.0775,0.0077,0.0007,14768,13,13244,0.014460512
197708,Yeshiva University,www.yu.edu,40.8508,-73.928541,0.818,48,560,680,560,680,550,660,620,620,605,23,29,24,31,23,28,NULL,NULL,26,28,26,NULL,1221,0,0,0,0,0,0,0.0066,0,0.0155,0,0,0.375,0,0,0.0365,0,0,0.1128,0.0144,0,0.0409,0,0.0077,0,0.021,0,0.083,0,0,0.0796,0,0,0,0,0.0011,0.0188,0.1715,0.0155,55075,0.5359,0.4641,0.9364,0,0.0021,0,0.0004,0,2814,4,10033,0.004449388
198419,Duke University,WWW.DUKE.EDU,36.00159,-78.94226,0.1141,8,670,760,700,790,690,780,715,745,735,31,34,30,35,32,35,8,10,33,33,34,9,1454,0,0.0159,0,0.0159,0,0,0.0286,0,0.0186,0.1405,0,0.0191,0,0,0.0276,0,0,0.1644,0.0281,0,0,0,0.0111,0,0.0281,0,0.0748,0,0.0933,0.1803,0,0,0,0,0.0276,0.0753,0,0.0509,61748,0.5037,0.4963,0.4775,0.1003,0.0656,0.2148,0.0057,0.0006,6480,14,27708,0.015572859
198464,East Carolina University,www.ecu.edu,35.606347,-77.366199,0.7728,210,470,550,490,570,450,530,510,530,490,20,24,19,24,19,24,6,8,22,22,22,7,1036,0,0,0.0027,0,0.0607,0,0.015,0,0.1201,0.0157,0.0537,0.0046,0.0341,0,0.0121,0.0063,0,0.0599,0.0031,0,0,0.043,0.0027,0,0.0138,0,0.0413,0.0413,0.0203,0.0541,0,0,0,0,0.0384,0.1675,0.1806,0.0089,20710,0.4189,0.5811,0.6898,0.1625,0.0613,0.0273,0.006,0.0011,21207,308,27858,0.342602892
199847,Wake Forest University,www.wfu.edu,36.135301,-80.279004,0.3441,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0035,0.098,0,0.0078,0,0.013,0,0,0.0191,0,0,0.0468,0,0,0.0945,0.0121,0,0,0.0564,0.0321,0,0.0425,0,0.0928,0,0,0.1882,0,0,0,0,0.0199,0,0.2411,0.0321,60210,0.4746,0.5254,0.7371,0.0648,0.0632,0.049,0.0012,0.0006,4861,17,27106,0.0189099
200280,University of North Dakota,und.edu,47.919774,-97.073451,0.86,168,465,600,490,600,NULL,NULL,533,545,NULL,21,26,20,26,21,26,NULL,NULL,24,23,24,NULL,1090,0,0,0,0.0029,0.0431,0.0053,0.0129,0,0.0489,0.0891,0.0062,0.0125,0,0,0.0134,0.0695,0,0.045,0.0096,0,0.0067,0.0225,0.0019,0,0.0153,0,0.0613,0.0292,0.0316,0.0292,0,0,0,0.1145,0.0187,0.1543,0.1457,0.0105,20306,0.5667,0.4333,0.8151,0.0228,0.0282,0.0138,0.0154,0.0011,10978,246,58202,0.273637375
201104,Ashland University,https://www.ashland.edu,40.860987,-82.320621,0.7257,203,450,560,460,590,NULL,NULL,505,525,NULL,20,25,19,25,19,25,NULL,NULL,23,22,22,NULL,1048,0,0.0045,0,0,0.0281,0,0.0067,0,0.4499,0,0,0.0011,0.0045,0,0.009,0.009,0,0.0562,0.0056,0,0.0067,0.0124,0.0011,0,0.0056,0,0.0191,0.0169,0.0135,0.0259,0,0,0,0,0.0202,0.1226,0.1744,0.0067,41577,0.4912,0.5088,0.7806,0.1289,0.026,0.0046,0.0046,0.0009,3227,3,44805,0.003337041
201645,Case Western Reserve University,www.case.edu,41.500812,-81.605769,0.3831,38,610,710,660,760,610,710,660,710,660,29,33,29,34,29,34,8,9,31,32,32,9,1375,0,0,0,0.0044,0,0,0.0452,0,0.0011,0.3139,0,0.0165,0.0077,0,0.0209,0,0,0.1333,0.0242,0,0.0363,0,0.0044,0,0.0573,0,0.0474,0,0,0.1046,0,0,0,0,0.0253,0.0617,0.0914,0.0044,57405,0.5444,0.4556,0.5319,0.0443,0.0553,0.1949,0.0006,0,4807,0,44106,0
202134,Cleveland State University,www.csuohio.edu/,41.502918,-81.673052,0.8421,209,440,590,460,580,440,550,515,520,495,19,24,18,24,17,25,6,8,22,21,21,7,1014,0,0.0129,0,0.0004,0.0613,0,0.0098,0,0.0688,0.0608,0.012,0.0102,0,0,0.0222,0.0075,0,0.0377,0.012,0,0,0.0049,0.0067,0,0.0102,0.0031,0.099,0,0.0528,0.1106,0,0,0,0,0.0484,0.1781,0.1616,0.0089,21684,0.465,0.535,0.6322,0.1837,0.0506,0.0285,0.0016,0.0014,11308,2,44115,0.002224694
202480,University of Dayton,https://www.udayton.edu,39.73686,-84.173662,0.5901,103,510,610,530,640,510,610,560,585,560,24,29,24,30,24,29,NULL,NULL,27,27,27,NULL,1194,0,0,0,0.0017,0.082,0,0.0058,0,0.0995,0.1385,0.039,0.0047,0.0012,0,0.0227,0.0076,0,0.0588,0.0047,0,0.0244,0.0233,0.0105,0,0.0058,0,0.0558,0.0215,0,0.0372,0,0,0,0,0.0285,0.0809,0.2339,0.0122,49540,0.528,0.472,0.7894,0.0283,0.0315,0.0138,0.001,0.0002,8305,48,45469,0.053392659
206084,University of Toledo,www.utoledo.edu/,41.65795,-83.615225,0.9473,263,440,575,460,610,420,550,508,535,485,19,25,18,26,18,25,6,8,22,22,22,7,1031,0,0.0088,0,0.0017,0.032,0,0.0245,0,0.0823,0.129,0.0408,0.0071,0,0.0065,0.0116,0.0068,0,0.0313,0.0085,0,0.0555,0.0449,0.0037,0,0.0129,0,0.0388,0.0415,0.0252,0.0214,0,0,0,0,0.0194,0.1756,0.1654,0.0048,21480,0.5177,0.4823,0.691,0.1364,0.0437,0.0228,0.002,0.0007,15182,33,43606,0.036707453
207971,University of Tulsa,www.utulsa.edu,36.151887,-95.945175,0.4026,88,560,710,570,700,NULL,NULL,635,635,NULL,26,32,26,34,25,31,NULL,NULL,29,30,28,NULL,1296,0,0.006,0,0.003,0.0241,0,0.0331,0,0.0226,0.2229,0.0226,0.0196,0,0,0.0151,0.003,0,0.0753,0.0256,0,0,0.0467,0.0105,0,0.0211,0,0.0527,0,0,0.0512,0,0,0,0,0.0738,0.0452,0.2169,0.009,49323,0.5821,0.4179,0.5495,0.0445,0.0436,0.0334,0.0372,0.0012,3441,3,74104,0.003337041
209542,Oregon State University,oregonstate.edu,44.56274,-123.274721,0.7776,138,480,610,500,620,460,590,545,560,525,21,28,20,27,21,28,7,8,25,24,25,8,1112,0.0685,0.0689,0,0.0034,0.0183,0,0.0317,0,0.0145,0.1459,0,0.0081,0.1089,0,0.016,0.0374,0,0.0676,0.0068,0,0.0368,0.0432,0.0015,0,0.0179,0,0.0291,0,0,0.0642,0,0,0,0,0.0179,0.0491,0.1325,0.0119,23326,0.5365,0.4635,0.6774,0.0129,0.0802,0.0698,0.0065,0.0036,22925,9,97331,0.010011123
209551,University of Oregon,www.uoregon.edu,44.044515,-123.07398,0.749,106,490,610,500,620,490,600,550,560,545,22,27,21,28,21,27,7,8,25,25,24,8,1116,0,0.0333,0.0174,0.0105,0.1119,0,0.0112,0,0.0176,0,0,0.0428,0,0,0.0213,0.0054,0,0.0801,0.0088,0,0.0348,0,0.0112,0,0.017,0,0.0823,0,0.0335,0.2172,0,0,0,0,0.0716,0.0112,0.1431,0.0178,23055,0.4778,0.5222,0.6191,0.0202,0.0897,0.0535,0.0054,0.0042,20252,151,97403,0.167964405
209807,Portland State University,www.pdx.edu,45.511229,-122.683553,0.6933,233,450,590,450,570,NULL,NULL,520,510,NULL,19,25,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,1030,0,0.016,0.0087,0.005,0.024,0,0.0158,0,0,0.048,0,0.0334,0.0162,0,0.0315,0.0656,0,0.0453,0.0117,0,0.029,0,0.0062,0,0.0146,0,0.0736,0.0432,0.0258,0.1691,0,0,0,0,0.0613,0.0752,0.1632,0.0176,20318,0.478,0.522,0.6014,0.0348,0.1111,0.0768,0.0144,0.0073,19662,61,97201,0.06785317
211440,Carnegie Mellon University,www.cmu.edu/,40.444616,-79.942914,0.246,25,640,740,700,800,660,760,690,750,710,30,34,30,35,31,35,NULL,NULL,32,33,33,NULL,1436,0,0,0.0365,0,0,0,0.123,0,0,0.2568,0,0.0061,0,0,0.023,0.0203,0,0.0257,0.0622,0,0.0946,0,0.0054,0,0.0743,0,0.0291,0,0.0095,0.05,0,0,0,0,0.1061,0,0.0743,0.0034,61990,0.5668,0.4332,0.3538,0.0491,0.0761,0.2695,0.0009,0.0002,5819,94,15213,0.104560623
212054,Drexel University,www.drexel.edu,39.954855,-75.188745,0.7601,95,530,630,570,670,520,630,580,620,575,23,27,22,29,24,29,NULL,NULL,25,26,27,NULL,1186,0,0.0035,0.011,0,0.0195,0,0.0602,0.0044,0.0094,0.1776,0.0085,0,0,0.006,0.0094,0.0132,0,0.0513,0.0047,0,0.0117,0.0076,0.0003,0,0.0082,0,0.0249,0.0047,0,0.0189,0,0,0,0,0.1036,0.2463,0.1906,0.0044,56402,0.5296,0.4704,0.5555,0.0657,0.0596,0.1314,0.0016,0.0059,16681,14,19104,0.015572859
212106,Duquesne University,www.duq.edu,40.437496,-79.993046,0.7306,116,520,620,520,610,510,610,570,565,560,23,28,23,28,23,27,NULL,NULL,26,26,25,NULL,1144,0,0.0046,0,0,0.0673,0,0.0201,0,0.0611,0,0,0.0031,0,0,0.0271,0.0387,0,0.0813,0.0116,0,0.0054,0,0.0077,0,0.0132,0,0.0488,0,0,0.0751,0,0,0,0,0.0341,0.2477,0.2353,0.0178,43963,0.3907,0.6093,0.8303,0.0429,0.027,0.0193,0.0013,0.0012,5969,11,15282,0.012235818
213011,Immaculata University,www.immaculata.edu,40.027963,-75.57063,0.7594,181,440,530,430,530,430,540,485,480,485,17,23,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,962,0,0,0,0,0.0108,0,0.0068,0,0.0447,0,0,0,0,0,0.0095,0.0081,0,0.0176,0.0027,0,0.0054,0.0298,0,0.0027,0.0014,0,0.0474,0.019,0,0.0217,0,0,0,0,0.0027,0.5732,0.1843,0.0122,47048,0.2545,0.7455,0.7311,0.1536,0.0537,0.0189,0.0005,0.001,2012,0,19345,0
213543,Lehigh University,www.lehigh.edu,40.607158,-75.378887,0.3427,40,590,670,640,740,NULL,NULL,630,690,NULL,28,32,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,1326,0,0.0034,0.0282,0.0026,0.0162,0,0.0631,0,0,0.3174,0,0.0017,0,0,0.0205,0,0,0.0759,0.0111,0,0.0529,0,0.0026,0,0.0427,0,0.035,0,0,0.0495,0,0,0,0,0.0179,0,0.2509,0.0085,57043,0.5532,0.4468,0.6736,0.0373,0.0826,0.0803,0.001,0,5034,145,18015,0.161290323
215062,University of Pennsylvania,www.upenn.edu,39.951002,-75.193618,0.1037,8,670,770,690,780,690,780,720,735,735,31,34,32,35,30,34,8,10,33,34,32,9,1452,0,0.0044,0.0051,0.0106,0.0394,0,0.0394,0,0,0.0913,0,0.023,0,0,0.0321,0.0011,0,0.0913,0.0168,0,0.0237,0,0.0475,0,0.015,0,0.027,0,0.0033,0.1595,0,0,0,0,0.0307,0.0993,0.2004,0.0391,61800,0.4924,0.5076,0.4543,0.0716,0.1034,0.189,0.0008,0.0004,10678,8,19104,0.008898776
216339,Temple University,www.temple.edu,39.980943,-75.158267,0.6173,121,500,610,510,620,490,600,555,565,545,22,28,21,29,21,28,7,8,25,25,25,8,1125,0.0032,0.0089,0.0159,0.0058,0.1165,0,0.0307,0,0.0636,0.0277,0.0074,0.0196,0,0.0065,0.0291,0,0,0.0511,0.0024,0,0.004,0.0476,0.0086,0,0.0133,0,0.0605,0.0388,0.0159,0.0605,0,0,0,0,0.0916,0.05,0.2064,0.0146,27202,0.4915,0.5085,0.5822,0.1321,0.0581,0.1037,0.0017,0.0012,27669,33,19122,0.036707453
217156,Brown University,www.brown.edu,41.827605,-71.404467,0.0874,16,660,770,670,780,670,780,715,725,725,30,34,30,35,28,34,NULL,NULL,32,33,31,NULL,1435,0,0.0295,0,0.0427,0.0125,0,0.0502,0,0.0163,0.0521,0,0.0339,0,0,0.0445,0,0,0.1374,0.0621,0,0.0596,0,0.0125,0,0.0414,0,0.0364,0,0.0069,0.2083,0,0,0,0,0.0458,0.0282,0.0395,0.0402,60460,0.488,0.512,0.4355,0.0669,0.1132,0.1285,0.0038,0.0016,6264,0,2912,0
217484,University of Rhode Island,www.uri.edu/,41.484691,-71.527356,0.7681,161,480,580,490,590,480,580,530,540,530,22,26,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,1077,0.0272,0.0382,0.0046,0.0043,0.0908,0,0.01,0,0.0257,0.0793,0,0.0239,0.0743,0,0.0282,0.0036,0,0.0579,0.0071,0,0,0.0504,0.0032,0,0.0075,0,0.0747,0,0,0.0793,0,0,0,0,0.0332,0.139,0.1233,0.0139,26452,0.4599,0.5401,0.704,0.0513,0.0885,0.0298,0.0019,0.0003,13205,38,2881,0.042269188
217882,Clemson University,www.clemson.edu,34.677329,-82.834463,0.5152,62,560,660,590,680,540,650,610,635,595,26,31,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1261,0.0675,0.014,0.0183,0,0,0,0.0175,0,0.0397,0.189,0.0114,0.0207,0,0,0.0376,0,0,0.0879,0.0114,0,0,0.0315,0.0053,0,0.0172,0,0.0593,0,0,0.0675,0,0,0,0,0.0289,0.0675,0.1925,0.0154,26065,0.5338,0.4662,0.8348,0.0646,0.0298,0.0194,0.0019,0.0007,17083,303,29634,0.337041157
218733,South Carolina State University,www.scsu.edu,33.497439,-80.851185,0.8454,236,360,450,370,450,NULL,NULL,405,410,NULL,15,18,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,810,0.0071,0,0,0,0.0229,0,0.0247,0,0.0917,0.0159,0.0741,0,0.1164,0,0.0159,0,0,0.0847,0.0088,0,0,0.0123,0,0,0.0265,0,0.0529,0.0653,0.0829,0.0265,0,0,0,0,0.0194,0.1164,0.1235,0.0123,26245,0.4867,0.5133,0.0236,0.9542,0.0062,0.0058,0.0011,0.0004,2753,6,29117,0.006674082
219356,South Dakota State University,www.sdstate.edu/,44.31942,-96.783415,0.9201,181,430,560,460,610,NULL,NULL,495,535,NULL,20,26,19,25,19,26,NULL,NULL,23,22,23,NULL,1068,0.1499,0.0283,0.0093,0,0.0216,0,0.0124,0,0.0392,0.0639,0.0392,0.0108,0.0572,0,0.0139,0.0335,0,0.0474,0.0134,0,0.0062,0.0371,0,0,0.0052,0,0.033,0,0,0.0788,0,0,0,0.0031,0.0309,0.2287,0.0206,0.0165,19330,0.4769,0.5231,0.8935,0.02,0.0195,0.0091,0.0086,0.001,10003,145,57007,0.161290323
219471,University of South Dakota,WWW.USD.EDU,42.784558,-96.924664,0.8882,168,400,440,470,610,410,510,420,540,460,20,25,20,25,19,25,NULL,NULL,23,23,22,NULL,1044,0,0,0,0.0008,0.0488,0,0.0069,0,0.0824,0,0,0.0076,0,0,0.0183,0.0343,0,0.045,0.0046,0,0.0046,0.0244,0,0,0.0099,0,0.0557,0.0442,0,0.0366,0,0,0,0,0.0244,0.4363,0.1022,0.013,19695,0.3707,0.6293,0.87,0.0227,0.025,0.0133,0.016,0.0071,6331,63,57069,0.070077864
220075,East Tennessee State University,www.etsu.edu,36.304077,-82.366734,0.9174,211,410,600,440,620,NULL,NULL,505,530,NULL,19,25,19,26,17,24,NULL,NULL,22,23,21,NULL,1030,0,0,0,0.0017,0.0332,0.0159,0.0271,0,0.056,0,0.0302,0.0052,0.0207,0,0.0336,0.0741,0,0.0271,0.0069,0,0,0.0633,0.0052,0,0.0237,0,0.053,0.0379,0.0504,0.0327,0,0,0,0,0.0353,0.2357,0.1112,0.0198,21826,0.4324,0.5676,0.8361,0.0641,0.0216,0.0132,0.0023,0.0006,11162,68,37614,0.0756396
220862,University of Memphis,www.memphis.edu,35.118874,-89.938062,0.474,251,450,570,450,560,440,560,510,505,500,19,25,20,26,17,24,4,9,22,23,21,7,1029,0,0,0.0033,0.002,0.0461,0,0.0077,0,0.102,0.0361,0.0127,0.0137,0,0,0.0271,0.0615,0,0.0267,0.0114,0,0.1187,0.0435,0.005,0,0.0167,0,0.0565,0.0378,0.0221,0.0438,0,0,0,0,0.0318,0.0749,0.1792,0.0197,21492,0.399,0.601,0.5058,0.3793,0.0389,0.0275,0.0025,0.0014,16093,12,38152,0.013348165
220978,Middle Tennessee State University,www.mtsu.edu,35.849139,-86.362094,0.7206,222,480,600,470,590,NULL,NULL,540,530,NULL,19,25,20,26,18,24,NULL,NULL,22,23,21,NULL,1032,0.0279,0,0,0,0.0643,0,0.0082,0,0.0698,0,0.0282,0.011,0.0317,0,0.0244,0.1064,0,0.0409,0.0072,0,0.0454,0.0376,0.004,0,0.0107,0,0.0499,0.0371,0.0194,0.0421,0,0,0,0.0304,0.0942,0.0484,0.1456,0.0152,19251,0.465,0.535,0.6596,0.207,0.0433,0.0258,0.0032,0.0011,19928,39,37132,0.043381535
221838,Tennessee State University,www.tnstate.edu,36.16899,-86.82937,NULL,237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0077,0,0,0.0022,0.0571,0,0.0143,0,0.1218,0.0505,0.0088,0,0.0318,0,0.0176,0.0176,0,0.0428,0.0022,0,0,0.0373,0,0,0.0198,0,0.0735,0.0746,0.0187,0.0296,0,0,0,0,0.0077,0.247,0.1076,0.0099,17119,0.4057,0.5943,0.1429,0.7166,0.0128,0.0096,0.0014,0,6968,12,37209,0.013348165
